Código;Descrição;Previsto Bruto;Arrecadado Bruto;Dedução Realizada;Arrecadado Líquido;Arrecadado
23101;SECRETARIA DE ESTADO DE CULTURA, ESPORTE E LAZER;0;1781925,24;0;1781925,24;0
10101;DEFENSORIA PUBLICA DO ESTADO DE MATO GROSSO;14243029;16646800,93;0;16646800,93;116,88
2101;TRIBUNAL DE CONTAS DO ESTADO DE MATO GROSSO;2224453;4716006,91;0;4716006,91;212,01
12101;SECRETARIA DE ESTADO DE AGRICULTURA FAMILIAR;12530754;54430222,75;0;54430222,75;434,37
22101;SECRETARIA DE ESTADO DE ASSISTENCIA SOCIAL E CIDADANIA;400882;2167702,41;0;2167702,41;540,73
17502;COMPANHIA MATO-GROSSENSE DE GAS;3500000;4147068,73;0;4147068,73;118,49
17501;COMPANHIA MATO-GROSSENSE DE MINERACAO;0;61503,32;0;61503,32;0
19201;FUNDACAO NOVA CHANCE;148112;150717,33;0;150717,33;101,76
4102;GOVERNADORIA;0;0;0;0;0
3101;TRIBUNAL DE JUSTICA DO ESTADO DE MATO GROSSO;215596978;227855630;0;227855630;105,69
12401;EMPRESA MATO-GROSSENSE DE PESQUISA, ASSISTENCIA E EXTENSAO RURAL;3407825;5591575,46;0;5591575,46;164,08
1101;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO;4000000;2147381,26;0;2147381,26;53,68
30102;RECURSOS SOB A SUPERVISAO DA SEFAZ;0;24709341,51;0;24709341,51;0
9101;PROCURADORIA GERAL DO ESTADO;16776039;74689750,78;15998,94;74673751,84;445,22
26101;SECRETARIA DE ESTADO DE CIENCIA, TECNOLOGIA E INOVACAO;13850000;1030880,81;0;1030880,81;7,44
16101;SECRETARIA DE ESTADO DE FAZENDA;108205650;105610974,8;0;105610974,8;97,6
22603;FUNDO PARA INFANCIA E ADOLESCENCIA;54636;2057211,93;0;2057211,93;3765,3
22605;FUNDO ESTADUAL DE AMPARO AO TRABALHADOR;4231;0;0;0;0
13101;SECRETARIA DE ESTADO DE COMUNICACAO;0;137,25;0;137,25;0
26202;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MATO GROSSO;6185701;2818697,56;0;2818697,56;45,57
17302;INSTITUTO DE PESOS E MEDIDAS DE MATO GROSSO;27500000;9327287,4;0;9327287,4;33,92
17303;INSTITUTO DE DEFESA AGROPECUARIA DE MATO GROSSO;73009954;104462614,7;2704,65;104459910;143,08
8601;FUNDO DE APOIO AO MINISTERIO PUBLICO DO ESTADO DE MATO GROSSO;154904;254345,9;0;254345,9;164,2
11601;FUNDO DE DESENVOLVIMENTO DO SISTEMA DE PESSOAL DO ESTADO DE MATO GROSSO;16015755;16652028,77;154,54;16651874,23;103,97
4304;INSTITUTO DE TERRAS DO ESTADO DE MATO GROSSO;1364056;1421176,14;1921,38;1419254,76;104,19
25501;COMPANHIA DE SANEAMENTO DO ESTADO DE MATO GROSSO-SANEMAT;216268;822449,74;0;822449,74;380,29
