Código;Descrição;Previsto Bruto;Arrecadado Bruto;Dedução Realizada;Arrecadado Líquido;Arrecadado
11303;INSTITUTO DE ASSISTENCIA A SAUDE DOS SERVIDORES DO ESTADO DE MATO GROSSO;57512740;75793474,4;0;75793474,4;131,79
5101;CASA MILITAR;0;7003,6;0;7003,6;0
10101;DEFENSORIA PUBLICA DO ESTADO DE MATO GROSSO;6813272;1998691,55;0;1998691,55;29,34
12101;SECRETARIA DE ESTADO DE DESENVOLVIMENTO RURAL E AGRICULTURA FAMILIAR;2732899;9009594,27;0;9009594,27;329,67
28101;SECRETARIA DE ESTADO DAS CIDADES;27803297;28314831,27;0;28314831,27;101,84
26201;FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO;2517413;7528079,63;0;7528079,63;299,04
25301;DEPARTAMENTO ESTADUAL DE TRANSITO;174233106;172986713,1;-29204955,66;202191668,8;99,28
24101;SECRETARIA DE ESTADO DE DESENVOLVIMENTO DO TURISMO;0;1569113,39;0;1569113,39;0
2101;TRIBUNAL DE CONTAS DO ESTADO DE MATO GROSSO;2734824;3297356,06;0;3297356,06;120,57
7301;AGENCIA ESTADUAL DE REGULACAO DOS SERVICOS PUBLICOS DELEGADOS DE MT;4778146;2470300,9;0;2470300,9;51,7
3101;TRIBUNAL DE JUSTICA DO ESTADO DE MATO GROSSO;84457314;112349669,2;0;112349669,2;133,03
1101;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO;0;1526117,84;0;1526117,84;0
12401;EMPRESA MATO-GROSSENSE DE PESQUISA, ASSISTENCIA E EXTENSAO RURAL;10450591;5921152,91;0;5921152,91;56,66
11101;SECRETARIA DE ESTADO DE ADMINISTRACAO;53828826;41997676,53;0;41997676,53;78,02
17502;COMPANHIA MATOGROSSENSE DE GAS;7820053;5543246,16;0;5543246,16;70,89
30102;RECURSOS SOB A SUPERVISAO DA SEFAZ;0;0;0;0;0
16101;SECRETARIA DE ESTADO DE FAZENDA;153069399;206439579,7;0;206439579,7;134,87
9101;PROCURADORIA GERAL DO ESTADO;9187201;26143125,26;0;26143125,26;284,56
15601;FUNDO DE DESENVOLVIMENTO DESPORTIVO DO ESTADO DE MATO GROSSO;2907071;10604799,06;0;10604799,06;364,79
17501;COMPANHIA MATOGROSSENSE DE MINERACAO;267622;427770,05;0;427770,05;159,84
22605;FUNDO ESTADUAL DE AMPARO AO TRABALHADOR;137127;16764,78;0;16764,78;12,23
22603;FUNDO PARA INFANCIA E ADOLESCENCIA;34875;687755,22;0;687755,22;1972,06
17101;SECRETARIA DE ESTADO DA INDUSTRIA, COMERCIO, MINAS E ENERGIA;0;8644325,89;0;8644325,89;0
23101;SECRETARIA DE ESTADO DE CULTURA;0;13655083,58;0;13655083,58;0
22101;SECRETARIA DE ESTADO DE TRABALHO E ASSISTENCIA SOCIAL;7219856;10903911,1;0;10903911,1;151,03
11602;FUNDO DE PREVIDENCIA DO ESTADO DE MATO GROSSO;1576977367;1684364292;0;1684364292;106,81
30101;RECURSOS SOB A SUPERVISAO DA SAD;0;46597067,64;0;46597067,64;0
8601;FUNDO DE APOIO AO MINISTERIO PUBLICO DO ESTADO DE MATO GROSSO;471350;511221,3;0;511221,3;108,46
11601;FUNDO DE DESENVOLVIMENTO DO SISTEMA DE PESSOAL DO ESTADO DE MATO GROSSO;20175992;17240354,42;0;17240354,42;85,45
26202;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MATO GROSSO;4226145;2880419,79;0;2880419,79;68,16
18601;FUNDO ESTADUAL DE DEFESA DO CONSUMIDOR;1547712;2132315,88;0;2132315,88;137,77
12302;INSTITUTO DE DEFESA AGROPECUARIA DE MATO GROSSO;25853824;43387378,44;0;43387378,44;167,82
12301;INSTITUTO DE TERRAS DO ESTADO DE MATO GROSSO;9142780;15385972,68;0;15385972,68;168,29
17302;INSTITUTO DE PESOS E MEDIDAS DE MATO GROSSO;28023900;23528807,13;0;23528807,13;83,96
