Código;Descrição;Previsto Bruto;Arrecadado Bruto;Dedução Realizada;Arrecadado Líquido;Arrecadado
14601;FUNDO DE DESENVOLVIMENTO DESPORTIVO DO ESTADO DE MATO GROSSO;3565909,5;2320004,36;0;2320004,36;65,06
28101;SECRETARIA DE ESTADO DAS CIDADES;31051947,46;21659075,35;0;21659075,35;69,75
17502;COMPANHIA MATO-GROSSENSE DE GAS;3350679,94;2950188,54;0;2950188,54;88,05
17501;COMPANHIA MATO-GROSSENSE DE MINERACAO;134284,86;43257,92;0;43257,92;32,21
2101;TRIBUNAL DE CONTAS DO ESTADO DE MATO GROSSO;2280000,01;5228071,16;0;5228071,16;229,3
26201;FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO;11456032;9182622,77;800;9181822,77;80,16
20401;EMPRESA MATO-GROSSENSE DE TECNOLOGIA DE INFORMACAO -MTI;41628754,07;6855192,16;0;6855192,16;16,47
20101;SECRETARIA DE ESTADO DE PLANEJAMENTO;0;1384,01;0;1384,01;0
30101;RECURSOS SOB A SUPERVISAO DA SEGES;3154,16;73012061,88;0;73012061,88;2314786,25
3101;TRIBUNAL DE JUSTICA DO ESTADO DE MATO GROSSO;132183072,1;266711868,8;0;266711868,8;201,77
12401;EMPRESA MATO-GROSSENSE DE PESQUISA, ASSISTENCIA E EXTENSAO RURAL;15801706,4;4293452,91;0;4293452,91;27,17
14101;SECRETARIA DE ESTADO DE EDUCACAO, ESPORTE E LAZER;134562967,2;792455957,3;0;792455957,3;588,91
1101;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO;0;9552328,75;0;9552328,75;0
30102;RECURSOS SOB A SUPERVISAO DA SEFAZ;0;107134090,5;0;107134090,5;0
9101;PROCURADORIA GERAL DO ESTADO;10516630,53;19168037,76;0;19168037,76;182,26
16101;SECRETARIA DE ESTADO DE FAZENDA;265280268,8;129547081,8;0;129547081,8;48,83
20501;MT PARTICIPACOES E PROJETOS S.A.;16599,73;240;0;240;1,45
26101;SECRETARIA DE ESTADO DE CIENCIA, TECNOLOGIA E INOVACAO;10381055,61;60480245,29;0;60480245,29;582,6
22605;FUNDO ESTADUAL DE AMPARO AO TRABALHADOR;0;50900,84;0;50900,84;0
22603;FUNDO PARA INFANCIA E ADOLESCENCIA;54084,83;30570,12;0;30570,12;56,52
11101;SECRETARIA DE ESTADO DE GESTAO;0;1071222,78;0;1071222,78;0
8601;FUNDO DE APOIO AO MINISTERIO PUBLICO DO ESTADO DE MATO GROSSO;400835,35;686614,55;0;686614,55;171,3
17303;INSTITUTO DE DEFESA AGROPECUARIA DE MATO GROSSO;75843543,98;73601330,81;0;73601330,81;97,04
22101;SECRETARIA DE ESTADO DE TRABALHO E ASSISTENCIA SOCIAL;3497444,35;1068019,52;0;1068019,52;30,54
4304;INSTITUTO DE TERRAS DO ESTADO DE MATO GROSSO;6320188,79;3141289,72;0;3141289,72;49,7
23101;SECRETARIA DE ESTADO DE CULTURA;2443393,27;2226960,69;0;2226960,69;91,14
17302;INSTITUTO DE PESOS E MEDIDAS DE MATO GROSSO;28500000;13931865,72;0;13931865,72;48,88
26202;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MATO GROSSO;8000149;4228836,11;0;4228836,11;52,86
11601;FUNDO DE DESENVOLVIMENTO DO SISTEMA DE PESSOAL DO ESTADO DE MATO GROSSO;23163387,01;19348343,97;0;19348343,97;83,53
18601;FUNDO ESTADUAL DE DEFESA DO CONSUMIDOR;4685681,66;3910574,11;9382,63;3901191,48;83,46
7101;GABINETE DA VICE GOVERNADORIA;0;392878,23;0;392878,23;0
