Código;Descrição;Previsto Bruto;Arrecadado Bruto;Dedução Realizada;Arrecadado Líquido;Arrecadado
11101;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;0;4206,36;0;4206,36;0
4106;GABINETE DE ASSUNTOS ESTRATEGICOS;0;0;0;0;0
99000;TESOURO DO ESTADO DE MATO GROSSO;25811654421;26394042903;9161130847;17232912056;102,26
3601;FUNDO DE APOIO AO JUDICIARIO;293051833;286096689,7;0;286096689,7;97,63
23601;FUNDO DE DESENVOLVIMENTO DESPORTIVO DO ESTADO DE MATO GROSSO;158562;606544,62;0;606544,62;382,53
14101;SECRETARIA DE ESTADO DE EDUCACAO;60009220;135848621,5;433,56;135848187,9;226,38
19301;DEPARTAMENTO ESTADUAL DE TRANSITO;212233298;325702154,4;175714,26;325526440,1;153,46
18101;SECRETARIA DE ESTADO DE JUSTICA E DIREITOS HUMANOS;0;0;0;0;0
18201;FUNDACAO NOVA CHANCE;0;0;0;0;0
17301;JUNTA COMERCIAL DO ESTADO DE MATO GROSSO;10259502;23309449,22;486,06;23308963,16;227,2
22607;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;0;6960;0;6960;0
4303;AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO RIO CUIABA-AGEM/VRC;0;0;0;0;0
8101;PROCURADORIA GERAL DA JUSTICA;46213211;47637834,49;0;47637834,49;103,08
22608;FUNDO ESTADUAL DE DEFESA DO CONSUMIDOR;2777542;15610116,85;0;15610116,85;562,01
11303;INSTITUTO DE ASSISTENCIA A SAUDE DOS SERVIDORES DO ESTADO DE MATO GROSSO;103189413;84558099,33;0;84558099,33;81,94
23101;SECRETARIA DE ESTADO DE CULTURA, ESPORTE E LAZER;282129;183457,98;0;183457,98;65,03
5101;CASA MILITAR;0;0;0;0;0
10101;DEFENSORIA PUBLICA DO ESTADO DE MATO GROSSO;12189458;14261588,59;0;14261588,59;117
14601;FUNDO DE DESENVOLVIMENTO DESPORTIVO DO ESTADO DE MATO GROSSO;0;0;0;0;0
17501;COMPANHIA MATO-GROSSENSE DE MINERACAO;19418;1828,75;0;1828,75;9,42
2101;TRIBUNAL DE CONTAS DO ESTADO DE MATO GROSSO;3300000;3180938,27;0;3180938,27;96,39
12101;SECRETARIA DE ESTADO DE AGRICULTURA FAMILIAR;4842923;3028940,22;0;3028940,22;62,54
28101;SECRETARIA DE ESTADO DAS CIDADES;0;0;0;0;0
28501;COMPANHIA DE SANEAMENTO DO ESTADO DE MATO GROSSO-SANEMAT;0;0;0;0;0
19201;FUNDACAO NOVA CHANCE;45576;155943,02;0;155943,02;342,16
17502;COMPANHIA MATO-GROSSENSE DE GAS;924433;254017,71;0;254017,71;27,48
22101;SECRETARIA DE ESTADO DE ASSISTENCIA SOCIAL E CIDADANIA;1455287;192448,52;0;192448,52;13,22
4104;GABINETE DE ARTICULACAO E DESENVOLVIMENTO REGIONAL;0;0;0;0;0
4102;GOVERNADORIA;0;52700,7;0;52700,7;0
20101;SECRETARIA DE ESTADO DE PLANEJAMENTO;0;0;0;0;0
3101;TRIBUNAL DE JUSTICA DO ESTADO DE MATO GROSSO;179352503;201681765,2;0;201681765,2;112,45
12401;EMPRESA MATO-GROSSENSE DE PESQUISA, ASSISTENCIA E EXTENSAO RURAL;4512247;1651460,96;0;1651460,96;36,6
26201;UNIVERSIDADE ESTADUAL DE MATO GROSSO CARLOS ALBERTO REYES MALDONADO UNEMAT;6690931;3170583,28;0;3170583,28;47,39
1101;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO;3286593;658041,68;0;658041,68;20,02
30102;RECURSOS SOB A SUPERVISAO DA SEFAZ;0;57961523,38;0;57961523,38;0
9101;PROCURADORIA GERAL DO ESTADO;42655384;105967287,3;893,17;105966394,1;248,43
16101;SECRETARIA DE ESTADO DE FAZENDA;120763804;101171675;0;101171675;83,78
26101;SECRETARIA DE ESTADO DE CIENCIA, TECNOLOGIA E INOVACAO;17000000;1951406,6;0;1951406,6;11,48
22603;FUNDO PARA INFANCIA E ADOLESCENCIA;31732;11490,03;0;11490,03;36,21
22605;FUNDO ESTADUAL DE AMPARO AO TRABALHADOR;105;4048,8;0;4048,8;3856
13101;GABINETE DE COMUNICACAO;0;0;0;0;0
4304;INSTITUTO DE TERRAS DO ESTADO DE MATO GROSSO;2929556;1455534,78;9004,74;1446530,04;49,68
26202;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MATO GROSSO;6025290;1891348,66;0;1891348,66;31,39
25501;COMPANHIA DE SANEAMENTO DO ESTADO DE MATO GROSSO-SANEMAT;100000;342778,88;0;342778,88;342,78
17303;INSTITUTO DE DEFESA AGROPECUARIA DE MATO GROSSO;58049488;82530446,36;26997,35;82503449,01;142,17
8601;FUNDO DE APOIO AO MINISTERIO PUBLICO DO ESTADO DE MATO GROSSO;856503;897799,33;0;897799,33;104,82
17302;INSTITUTO DE PESOS E MEDIDAS DE MATO GROSSO;18350159;11138752,69;0;11138752,69;60,7
11601;FUNDO DE DESENVOLVIMENTO DO SISTEMA DE PESSOAL DO ESTADO DE MATO GROSSO;18524323;28086323,38;0;28086323,38;151,62
18601;FUNDO ESTADUAL DE DEFESA DO CONSUMIDOR;0;0;0;0;0
4501;MT PARCERIAS S/A  MT PAR;268856;2534225,42;0;2534225,42;942,6
4107;GABINETE DE TRANSPARENCIA E COMBATE A CORRUPCAO;0;0;0;0;0
7101;GABINETE DA VICE GOVERNADORIA;0;0;0;0;0
