Código;Descrição;Previsto Bruto;Arrecadado Bruto;Dedução Realizada;Arrecadado Líquido;Arrecadado
4303;AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO RIO CUIABA-AGEM/VRC;0;0;0;0;0
8101;PROCURADORIA GERAL DA JUSTICA;48818402,83;41757700,53;0;41757700,53;85,54
11303;INSTITUTO DE ASSISTENCIA A SAUDE DOS SERVIDORES DO ESTADO DE MATO GROSSO;75165173,98;76037657,22;0;76037657,22;101,16
5101;CASA MILITAR;0;7359,12;0;7359,12;0
10101;DEFENSORIA PUBLICA DO ESTADO DE MATO GROSSO;16012545,23;9313683,75;0;9313683,75;58,16
14601;FUNDO DE DESENVOLVIMENTO DESPORTIVO DO ESTADO DE MATO GROSSO;388165,07;889549,36;0;889549,36;229,17
28101;SECRETARIA DE ESTADO DAS CIDADES;58709382,58;10606481,85;0;10606481,85;18,07
2101;TRIBUNAL DE CONTAS DO ESTADO DE MATO GROSSO;3115000,06;2352399,65;0;2352399,65;75,52
17501;COMPANHIA MATO-GROSSENSE DE MINERACAO;32883,03;37252,2;0;37252,2;113,29
17502;COMPANHIA MATO-GROSSENSE DE GAS;2251110,44;456542,82;0;456542,82;20,28
28501;COMPANHIA DE SANEAMENTO DO ESTADO DE MATO GROSSO-SANEMAT;0;163196,15;0;163196,15;0
26201;FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO;8931558,02;2724142,04;0;2724142,04;30,5
4104;GABINETE DE ARTICULACAO E DESENVOLVIMENTO REGIONAL;18522591,9;381,96;0;381,96;0
20101;SECRETARIA DE ESTADO DE PLANEJAMENTO;0;5872,22;0;5872,22;0
30101;RECURSOS SOB A SUPERVISAO DA SEGES;105744331,6;93803122;0;93803122;88,71
3101;TRIBUNAL DE JUSTICA DO ESTADO DE MATO GROSSO;183362643;270188653,6;0;270188653,6;147,35
12401;EMPRESA MATO-GROSSENSE DE PESQUISA, ASSISTENCIA E EXTENSAO RURAL;3944981,4;2035828,62;0;2035828,62;51,61
14101;SECRETARIA DE ESTADO DE EDUCACAO, ESPORTE E LAZER;7871536,84;450224487,6;0;450224487,6;5719,65
1101;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO;0;0;0;0;0
30102;RECURSOS SOB A SUPERVISAO DA SEFAZ;0;6803274;0;6803274;0
9101;PROCURADORIA GERAL DO ESTADO;13955430,64;47795500,53;856,88;47794643,65;342,49
16101;SECRETARIA DE ESTADO DE FAZENDA;128592499,4;105461712,6;0;105461712,6;82,01
26101;SECRETARIA DE ESTADO DE CIENCIA, TECNOLOGIA E INOVACAO;16255429,14;16995618,24;0;16995618,24;104,55
22603;FUNDO PARA INFANCIA E ADOLESCENCIA;22249,87;94122,5;0;94122,5;423,02
22605;FUNDO ESTADUAL DE AMPARO AO TRABALHADOR;38918,94;0;0;0;0
11101;SECRETARIA DE ESTADO DE GESTAO;0;4639,43;0;4639,43;0
13101;GABINETE DE COMUNICACAO;0;1654693,16;0;1654693,16;0
39901;RESERVA DE CONTINGENCIA;0;0;0;0;0
17303;INSTITUTO DE DEFESA AGROPECUARIA DE MATO GROSSO;50206833,92;63879397,76;23878,19;63855519,57;127,23
22101;SECRETARIA DE ESTADO DE TRABALHO E ASSISTENCIA SOCIAL;3367113,99;2999753,62;0;2999753,62;89,09
11601;FUNDO DE DESENVOLVIMENTO DO SISTEMA DE PESSOAL DO ESTADO DE MATO GROSSO;21597493,31;18852826,11;0;18852826,11;87,29
26202;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MATO GROSSO;5000000;1358658,96;0;1358658,96;27,17
18601;FUNDO ESTADUAL DE DEFESA DO CONSUMIDOR;4135179,39;8349621,29;0;8349621,29;201,92
23101;SECRETARIA DE ESTADO DE CULTURA;0;728519,76;0;728519,76;0
4304;INSTITUTO DE TERRAS DO ESTADO DE MATO GROSSO;1280037,97;1429199,14;0;1429199,14;111,65
8601;FUNDO DE APOIO AO MINISTERIO PUBLICO DO ESTADO DE MATO GROSSO;133404,53;310871,03;0;310871,03;233,03
17302;INSTITUTO DE PESOS E MEDIDAS DE MATO GROSSO;26115328,43;18627310,63;0;18627310,63;71,33
4107;GABINETE DE TRANSPARENCIA E COMBATE A CORRUPCAO;0;49,47;0;49,47;0
7101;GABINETE DA VICE GOVERNADORIA;0;0;0;0;0
